Team,TotalPoints,Racers,Races
SPRME,16569440.62205861,48,114713
P1RE,15164915.14449895,39,109879
PR2W,10839660.111820655,50,77147
TVX,9821535.053619143,48,70671
NTPD1,9513831.329915632,47,69081
N8TE,9334491.070501914,39,68100
PSR,8557094.587367555,48,62601
SSH,8459104.213021528,36,60288
CAM0,8273721.56530775,50,58912
CZBZ,7494396.414349574,45,53155
NCT,7207893.830326883,47,52630
LXW,6438759.363891181,32,45476
BEEHVE,6203929.022316572,48,46412
S0RC,5292903.284603713,44,36779
TCHR,5129994.953549871,38,38151
4CU,4579189.432415319,40,27147
FASZ,4114733.957515457,29,29411
RFTP,3885766.2310920265,50,31931
ZTAGZ,3464513.045383697,34,23427
LOVGOD,3449722.750648456,49,24291
ERC,3348174.7502366016,19,23280
LEGNDS,3336179.7801987166,45,23346
NTO,3067541.4582256745,38,24175
190IQ,2792812.40204237,10,20053
WPMWPM,2474456.9634573357,45,19795
MEYBO,2431900.1077787573,31,17511
RZ,2397091.4137080684,43,18739
LLJ4R,2344341.277950664,46,19202
DIV1,2295416.8364763497,42,16094
NHS,2250552.8791274494,47,17667
DLX,2229907.011883931,47,18168
F0J,2146660.1017889716,39,15290
NTP444,2058736.9066570906,47,16706
VKS,1999709.4407408054,38,15051
AMPX,1969079.2855185654,45,14883
50I,1930048.1965748924,38,13657
T0WER,1845649.689670825,36,12300
TWO,1738378.295780168,30,12228
RI5E,1724807.3090071294,45,13382
ZSH,1633477.7427121652,37,13575
T3X5,1627091.4887009694,20,11423
BRAVE,1535070.2737198188,39,11882
ZH,1523015.0161256942,36,10968
1STRED,1522408.5150789043,40,11954
FAM3,1481772.2256630508,44,11610
RVNT,1447615.1894581695,29,12211
OVCR,1442635.5130698283,37,12425
NS7,1375699.4848999444,33,10221
A3,1340534.5297479448,24,9727
AL3,1315420.8489424058,28,10036
B0MBA,1305412.5462943404,40,8845
HELIUM,1177316.3767946213,49,10007
SAIL,1157740.919736308,37,9199
LTC,1112805.3435930717,22,6906
SZM,1108352.0040877215,46,9491
SSNAKS,1093720.934821745,50,9195
TRUST,1047121.2092219492,22,8201
LE4GUE,1030400.3394262752,45,8075
EXTRME,1000718.3615710263,34,6761
NGREEN,975469.4037483516,39,7999
XWX,947287.9674894545,38,7697
TNGN,943138.539665234,43,6993
SK4P,932133.1192953872,33,7369
ESTER,922383.0791442844,34,6843
D4RKER,914888.1844254885,27,6473
ZER0SE,913894.2237181711,45,6665
ASPN,865329.4732700282,39,7064
ALFJ,857563.1078309901,41,6839
ST0RM,854052.942216316,16,6296
WTRMN,816124.1742241635,31,6090
SNTL,814526.1801594312,26,5729
DCPTCN,809679.5628336164,30,6595
LSH,714523.2006942875,27,5771
KBSM,676613.0401640498,33,5002
SEDYKO,658072.5709788651,19,6118
RL1,648100.8582192506,31,4734
AL0N3D,630670.92684361,35,4772
PIGFLY,625620.4507759493,33,4606
MED13L,620342.173005869,31,4261
FERARI,599182.1929701323,42,5132
FUZHOU,592596.3877384717,38,4416
FOX109,586641.5753606787,29,4236
W2V,547902.8874930185,17,4086
REB3LS,544769.1940006113,24,4336
4EP,539255.6772398415,34,4712
VXL,538960.7586307976,6,3930
BAYLOR,538794.5028764256,29,4717
DUAL,536854.9003487064,22,3865
HZE,510404.5140344223,20,3720
UNREST,482668.8771970756,16,3539
RL,473116.31446143193,31,3497
HONT,457709.2625835539,18,3148
DOGGIS,457499.79105178977,37,3745
CATPLT,454801.652335973,32,3641
NTW,448666.7147432163,24,4510
KAPOK,425792.8932773346,28,3478
1BESTW,396586.7694093616,21,2962
BRICS,385817.90580584423,30,3625
PR2WX,379616.73137286125,27,3523
OER,378392.19688966085,25,2804
FLAGZ,362619.3022158989,26,3049
VLN,362318.37765678944,30,3112
RIV4L,359399.52663010324,13,2693
NTT,354868.3205139226,22,2718
B4HL,337254.9182342937,8,2362
TOTUF7,303490.9029809501,25,2545
NI1TRO,282557.50908390066,24,2013
LOFH,268431.7047655019,8,1922
GSGMWO,266465.6974381698,22,2246
NTRS34,261222.5000226494,26,2264
GOATOG,234458.06143889634,25,1969
SER,229334.54892889495,15,1697
VTI,223661.2513208803,25,1777
EXOTIC,201863.4057230288,8,1627
KR0W,189645.5283813621,10,1358
BR34K,183771.63429407202,3,1362
TALK,178739.62585892694,16,1313
LEDIHH,169862.3146658221,13,1319
BEES,165106.64660599397,3,1071
NTM,164934.43074482933,21,1088
FRLB,147680.65236990497,3,1004
792231,147183.7953249919,2,1016
SG1MAS,146608.44669605326,25,1090
170MPH,136244.60163230862,26,1222
BMW,131445.74843351956,7,990
TGNM,123274.5073447458,12,906
CYCV,86643.6055774245,2,607
GLZ,72725.64178076343,17,579
M1NE,71556.01451679933,6,625
SPRINT,64968.834827978106,8,477
FORKS,61629.03167563579,17,473
YE1LOW,59249.38148163309,4,439
NT20,57199.75064850985,2,533
XS9,30029.546154179126,1,258
NT,21718.051642148464,8,154
EMZ,20871.203392465643,6,156
YADLRS,3433.1907493997214,1,24
2S,1655.5235913879983,0,12
IQ200,1190.638803871288,1,10
VFU,651.6151825346498,0,5
PTB,0.0,0,0
