Team,TotalPoints,Racers,Races
SPRME,28712578.14937344,48,198863
P1RE,19686311.6159564,37,143035
TVX,16569219.526789797,49,119705
PR2W,14408543.812065434,50,102422
N8TE,13194195.212178892,42,94829
CAM0,11793994.958602047,50,83109
NTPD1,11666844.545789195,49,85004
PSR,11031552.46711187,47,80640
CZBZ,10482037.555823162,47,75554
SSH,10338592.977356775,36,73686
NCT,10042799.749547163,49,72754
LXW,8291497.821441746,50,58283
BEEHVE,7937825.694102078,43,59305
S0RC,6684572.0868169125,48,46511
CHONT,6287253.678294744,12,39328
TCHR,6171181.539427227,29,46236
4CU,5013850.609861695,33,30163
FASZ,4701673.03071619,22,33646
RFTP,4687621.78542819,37,38063
LEGNDS,4618983.895449283,45,32900
NTO,4404700.596677577,49,34725
LOVGOD,4223069.318390322,42,30008
ZTAGZ,3830137.312922505,37,26155
DIV1,3716733.3604948907,46,25898
ERC,3456851.282587198,21,24017
WPMWPM,3306065.332769736,42,26585
LLJ4R,3266544.550591281,39,26828
RZ,3215509.2172735473,50,25319
190IQ,3161998.8771488485,11,22569
AMPX,2885923.0824079798,45,22004
DLX,2834715.4553624345,48,23292
NHS,2767833.881080804,50,21724
MEYBO,2723445.859474943,28,19585
NTP444,2700045.6136513115,44,22007
RI5E,2674410.990703996,46,20530
F0J,2580047.845318875,40,18783
VKS,2425254.3170768726,39,18226
ZH,2323681.799997225,40,16993
T3X5,2290740.5287065622,25,15898
T0WER,2278860.2833176567,38,15227
50I,2262191.679223771,40,16153
NS7,2260467.427184994,45,16739
SAIL,2112348.976264244,37,16750
ZSH,2077241.926787825,37,17188
TWO,2070093.6447658995,32,14582
FAM3,2029629.4265044539,42,15927
A3,2015819.7488398037,28,14895
1STRED,1951528.4840540295,44,15300
BRAVE,1931414.8184310521,30,14737
OVCR,1849129.8479497747,35,15949
AL3,1830434.7371091717,33,13886
EXTRME,1715747.688726442,38,11095
RVNT,1700968.4300160506,18,14308
HELIUM,1690979.8938834178,50,14370
LTC,1579949.1537396014,23,9857
4EP,1482797.862727958,50,11089
B0MBA,1461185.2180780321,47,10191
LE4GUE,1443536.4284669487,48,11389
SSNAKS,1422714.4260565422,33,11904
TRUST,1397557.8439340494,21,10804
SZM,1394331.3614763925,45,12009
NGREEN,1346075.4036981324,33,11109
ASPN,1334157.709773331,43,10920
TNGN,1308773.5294511786,40,9342
XWX,1269777.4911225636,42,10343
ZER0SE,1184373.0664871184,40,8693
ESTER,1180759.0235338751,31,8757
ALFJ,1172597.2577927518,40,9399
SNTL,1159076.8360243142,26,8106
ST0RM,1133638.2752223106,18,8314
D4RKER,1121852.0577772036,29,8040
WTRMN,1060073.600979823,32,7709
RL,1041539.9955440548,33,7638
SK4P,1021424.8806027168,20,8141
RL1,970903.4415450769,36,7141
LSH,943586.2732857967,32,7673
AL0N3D,941188.5033588932,39,7127
KBSM,907772.616788918,34,6739
DCPTCN,892307.0069524616,24,7285
FERARI,858271.8755305178,35,7378
FUZHOU,828375.8148725384,45,6154
REB3LS,800554.6597373897,25,6460
VXL,791893.5751736378,6,5765
MED13L,789995.5319242572,33,5459
1BESTW,776057.3714116763,25,5737
SPDLM,774694.253037823,43,6229
W2V,767819.7349532204,20,5828
DUAL,763656.4493692502,25,5524
FOX109,754090.6714011194,27,5442
PIGFLY,742856.2842322818,34,5518
SEDYKO,716821.3248009037,18,6652
NTW,715725.5410881861,44,7120
DOGGIS,686761.1211378648,44,5768
UNREST,661637.7685845295,20,4818
BAYLOR,641697.4130081435,30,5622
HONT,599272.0399860074,22,4128
HZE,591790.2038783412,21,4329
B4HL,568198.1236638263,9,3970
CATPLT,553245.9636673272,39,4409
KAPOK,543997.2658233981,32,4431
PR2WX,539270.6348819295,29,4971
BRICS,522989.4457726433,37,4937
OER,501764.4030269354,28,3798
FLAGZ,472057.32365478284,24,3952
RIV4L,468720.6678199351,18,3361
TOTUF7,432107.47450746305,30,3614
NTT,406849.76922961057,22,3103
FG4,396442.1382478844,32,3633
VLN,389682.2322414905,27,3347
GSGMWO,386358.7776300533,31,3085
JEDI1,373660.8659550253,6,2767
NI1TRO,355134.4222390077,23,2532
LOFH,353642.81807981606,10,2508
WAMDOO,351099.4494879239,20,3075
NTRS34,314024.60679061466,25,2730
GOATOG,312784.5748419049,25,2637
VTI,296009.80801121535,27,2384
LEDIHH,281994.2364558543,15,2180
EXOTIC,260904.3363109425,7,2099
SER,245847.97946358466,16,1825
201030,237921.66520110087,30,2174
KR0W,225862.03916304078,11,1638
BEES,221901.21207793357,3,1439
BR34K,220303.25362344412,3,1602
NTM,219898.16917986836,22,1453
TALK,218646.8644254953,18,1570
SG1MAS,174828.58505126552,28,1305
TGNM,163290.27136165777,11,1212
170MPH,156818.48817661742,29,1406
FRLB,155745.64841334027,3,1059
UNSCF,152280.54682525853,14,1191
792231,147965.63428837605,2,1022
BMW,147778.96906338702,5,1115
YE1LOW,93762.23044260789,4,681
M1NE,82922.2251587526,6,724
SPRINT,82789.76424054547,9,611
HAC33R,79313.21557109733,8,735
GLZ,78353.4226829782,16,632
FORKS,68384.35019304488,9,533
NT20,63485.34856673557,2,593
XS9,30029.546154179126,1,258
EMZ,25793.34169741286,7,196
NT,22483.77843448458,8,160
CYCV,6904.075728595102,2,49
YADLRS,3433.1907493997214,1,24
IQ200,2665.7690972472656,2,28
2S,1655.5235913879983,0,12
VFU,768.4828240652876,1,6
LDZ,606.0831485587584,1,4
PTB,0.0,0,0
