Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
g4m3rsalt,https://www.nitrotype.com/racer/g4m3rsalt,ReliableGoldPeafowl,Ready Racer One,332,0,79.59984273638686,15340,2077865.538265458,96.89138268773134,N8TE
2021,https://www.nitrotype.com/racer/2021,Nocturnal,Turbo Tycoon,13,0,106.83739480358855,12635,1791939.931885764,92.44212286029993,ERC
internetgoneviral,https://www.nitrotype.com/racer/internetgoneviral,InternetTyper YT,Potaytoes,379,180,108.11734353293521,10919,1622568.855996537,96.45708221111968,P1RE
xxcometopapa365,https://www.nitrotype.com/racer/xxcometopapa365,Back 2 the old days,"Peace, Love, Nitros",293,0,119.04348112018414,10259,1513735.946055439,92.49648188571662,LXW
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,77,200,88.18486337561937,9773,1374124.619334082,97.57915464301722,P1RE
adventx11,https://www.nitrotype.com/racer/adventx11,BENJII - NT GOLD PLS,Potaytoes,188,0,120.81267807821698,8669,1370956.012321555,98.59002813182737,ZTAGZ
nbvzdxchhc,https://www.nitrotype.com/racer/nbvzdxchhc,starz,Continue?,362,220,112.93719049006208,8694,1264326.2277427013,92.94206721840744,P1RE
weslanea,https://www.nitrotype.com/racer/weslanea,truly broken 80k,Keyboard Smasher,105,260,94.65003935191469,8744,1227479.3398975364,95.28565734881307,SPRME
gimmickfps,https://www.nitrotype.com/racer/gimmickfps,Governor,2icy4u,198,0,94.78535924084952,8198,1180663.2045452585,97.7107170099161,FASZ
godlypropaco,https://www.nitrotype.com/racer/godlypropaco,GodlyProPaco YT,Keyboard Cat,239,0,158.5172804532578,6460,1156353.16214041,99.85685334705826,PCMSG
fzelmore4,https://www.nitrotype.com/racer/fzelmore4,losingmymind,Not a Bot,253,340,72.75025888598806,7871,1043105.1476798679,97.17689098744661,P1RE
barfbr01,https://www.nitrotype.com/racer/barfbr01,Lucky Doves,Celebrity,77,280,86.34569280343717,7832,1038201.1508065155,92.58660679691522,NCT
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 386k,Operation: Typing,166,20,94.77803968628123,7155,998872.3819056986,94.7185926376107,P1RE
billy33,https://www.nitrotype.com/racer/billy33,,On Thin Ice,35,0,55.29408139051112,7493,943960.6586085873,98.69324103644502,N8TE
77uu,https://www.nitrotype.com/racer/77uu,SlimJimPingu,Lord of the Practice,155,0,116.39823933244375,6400,923739.163220901,91.23580747970719,SSH
greenbaline,https://www.nitrotype.com/racer/greenbaline,100k I Join YourTeam,League Champion,316,20,127.52116032541703,5674,923071.8527841734,99.34289424251114,CZBZ
apicomplexa,https://www.nitrotype.com/racer/apicomplexa,Apicomplexa,Unda da Sea,331,200,159.30963152611903,5301,918134.2011217828,96.40720629704525,SPRME
kamryn234t54345,https://www.nitrotype.com/racer/kamryn234t54345,༺Survivor༻,Pit Crew,230,280,93.54081360414806,6791,902590.2510258936,90.55624586126592,FASZ
cr4zy_croc_kid,https://www.nitrotype.com/racer/cr4zy_croc_kid,500k I Join YourTeam,Tilted Typist,185,0,126.15837333200204,5485,894469.9209732686,99.99782916476437,MEYBO
gyguimbuiltdifferent,https://www.nitrotype.com/racer/gyguimbuiltdifferent,100K If U Beat Me,wow. such gifting,153,240,95.16792987188133,5900,843343.3332162468,96.85303417942262,NTPD1
trivolify,https://www.nitrotype.com/racer/trivolify,Trivolify,Legendary Lapper,207,340,138.1194212100861,5045,836725.4904997662,98.10286890354682,LOVGOD
kingfortnit3,https://www.nitrotype.com/racer/kingfortnit3,DINO-MITE,League Champion,371,120,90.18160275743215,5752,830029.6152971542,99.45688005675751,MEYBO
quwenley,https://www.nitrotype.com/racer/quwenley,YT quwenley,2icy4u,51,0,78.13211645992673,5988,813587.2383966772,97.70149094613483,N8TE
mendyspira1,https://www.nitrotype.com/racer/mendyspira1,Zalorn,Hygge,169,0,78.9682816312304,6204,800060.1411965338,92.4540656049094,P1RE
aksi13,https://www.nitrotype.com/racer/aksi13,Lavalogy,Not a Bot,239,200,54.37008546483408,6490,799913.3176336753,96.90857116510674,LLJ4R
